"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"3297","동대문구_자전거보관대_92","자전거보관대","사용","일반","127.042988916","37.573067420","[]","Point","","서울특별시 동대문구 천호대로 177","서울특별시 동대문구 답십리동 463-13","02592","","(친환경)자전거 편의시설","6887.364766","2022-01-11 10:33:51","2022-01-11 10:33:51","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3298","동대문구_자전거보관대_93","자전거보관대","사용","일반","127.068372439","37.586268369","[]","Point","","서울특별시 동대문구 한천로 290","서울특별시 동대문구 휘경동 43-138","02511","","(친환경)자전거 편의시설","9625.323280","2022-01-11 10:54:29","2022-01-11 10:54:29","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3299","동대문구_자전거보관대_94","자전거보관대","사용","일반","127.058528744","37.580729231","[]","Point","","서울특별시 동대문구 전농로20다길 15-14","서울특별시 동대문구 전농동 60-1","02506","","(친환경)자전거 편의시설","8545.740187","2022-01-11 10:58:49","2022-01-11 10:58:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3301","동대문구_자전거보관대_96","자전거보관대","사용","일반","127.051933076","37.574714859","[]","Point","","서울특별시 동대문구 사가정로 59","서울특별시 동대문구 전농동 332-4","02553","다사60435290","(친환경)자전거 편의시설","7795.727439","2022-01-25 13:55:40","2022-01-14 00:18:25","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3302","동대문구_자전거보관대_98","자전거보관대","사용","일반","127.036032756","37.586210576","[]","Point","","서울특별시 동대문구 약령시로9길 78","서울특별시 동대문구 제기동 135-92","02475","","(친환경)자전거 편의시설","6518.427206","2022-01-17 12:52:45","2022-01-17 12:52:45","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|하천변|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3303","동대문구_자전거보관대_99","자전거보관대","사용","일반","127.069142675","37.591911094","[]","Point","","","서울특별시 동대문구 휘경동 7-19","","","(친환경)자전거 편의시설","9844.308840","2022-01-11 10:56:18","2022-01-11 10:56:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|도로변|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3304","동대문구_자전거보관대_74","자전거보관대","사용","일반","127.034270691","37.571829536","[]","Point","","서울특별시 동대문구 청계천로 521","서울특별시 동대문구 용두동 255-69","02589","","(친환경)자전거 편의시설","6006.861270","2022-01-13 17:48:02","2022-01-13 17:48:02","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3305","동대문구_자전거보관대_73","자전거보관대","사용","일반","127.050092794","37.573450814","[]","Point","","서울특별시 동대문구 답십리로38길 19","서울특별시 동대문구 답십리동 474-6","02596","","(친환경)자전거 편의시설","7596.928643","2022-01-11 10:22:25","2022-01-11 10:22:25","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3306","동대문구_자전거보관대_38","자전거보관대","사용","일반","127.065226203","37.561870511","[]","Point","","서울특별시 동대문구 장한로 6","서울특별시 동대문구 장안동 464-1","02645","","(친환경)자전거 편의시설","9055.989613","2022-01-12 16:22:00","2022-01-12 16:22:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3307","동대문구_자전거보관대_37","자전거보관대","사용","일반","127.065280492","37.561780576","[]","Point","","서울특별시 동대문구 장한로 6","서울특별시 동대문구 장안동 464-1","02645","","(친환경)자전거 편의시설","9061.647494","2022-01-12 16:21:33","2022-01-12 16:21:33","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3310","동대문구_자전거보관대_34","자전거보관대","사용","일반","127.053770822","37.566321328","[]","Point","","서울특별시 동대문구 천호대로 295","서울특별시 동대문구 답십리동 494-8","02604","","(친환경)자전거 편의시설","7910.562742","2022-01-11 10:17:47","2022-01-11 10:17:47","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3311","동대문구_자전거보관대_33","자전거보관대","사용","일반","127.053694094","37.566368333","[]","Point","","서울특별시 동대문구 천호대로 295-2","서울특별시 동대문구 답십리동 494-8","02604","","(친환경)자전거 편의시설","7903.023380","2022-01-11 10:16:54","2022-01-11 10:16:54","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3312","동대문구_자전거보관대_32","자전거보관대","사용","일반","127.052354384","37.567390237","[]","Point","","서울특별시 동대문구 천호대로 281","서울특별시 동대문구 답십리동 495-5","02604","","(친환경)자전거 편의시설","7772.695195","2022-01-11 10:14:43","2022-01-11 10:14:43","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3313","동대문구_자전거보관대_31","자전거보관대","사용","일반","127.052309015","37.567401325","[]","Point","","서울특별시 동대문구 천호대로 281","서울특별시 동대문구 답십리동 495-5","02604","","(친환경)자전거 편의시설","7768.208570","2022-01-11 10:14:00","2022-01-11 10:14:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3314","동대문구_자전거보관대_30","자전거보관대","사용","일반","127.051637467","37.567878358","[]","Point","","서울특별시 동대문구 천호대로 269","서울특별시 동대문구 답십리동 496-11","02603","","(친환경)자전거 편의시설","7703.274551","2022-01-11 10:10:13","2022-01-11 10:10:13","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
